cust_id,name,gender,phone,email,age,state,customer_group
930,Casey Liu,Female,08905877650,caseyliu51@gmail.com,66,Kwara,Group 1
931,Edward Johnson,Male,08351387011,edwardjohnson88@gmail.com,33,Cross River,Group 1
932,Eric Miller,Female,08706259725,ericmiller95@hotmail.com,71,Ondo,Group 1
933,Stephanie Williams,Female,08320932322,stephaniewilliams65@hotmail.com,36,Oyo,Group 2
934,Seth Duncan,Female,09321899481,sethduncan32@yahoo.com,69,Lagos,Group 2
935,Dylan Freeman,Female,09500318842,dylanfreeman10@gmail.com,31,Ekiti,Group 1
936,James Simmons,Female,08738495896,jamessimmons75@gmail.com,42,Oyo,Group 1
937,Sean Jones,Female,08731946490,seanjones89@gmail.com,26,Ogun,Group 2
938,Caitlyn Vazquez,Female,09734226021,caitlynvazquez88@yahoo.com,17,Abuja,Group 1
939,Kenneth Johnson,Female,09528298713,kennethjohnson70@yahoo.com,15,Ondo,Group 1
940,Kelly Howard,Male,09042819127,kellyhoward31@gmail.com,28,Ondo,Group 1
941,Samuel White,Female,07616277929,samuelwhite79@hotmail.com,36,Ondo,Group 2
942,Jacob Norris,Male,09550533740,jacobnorris89@hotmail.com,25,Oyo,Group 1
943,Jason Chen,Male,09991021179,jasonchen23@yahoo.com,73,Abuja,Group 1
944,Briana Mcguire,Male,07802538491,brianamcguire30@yahoo.com,73,Kwara,Group 1
945,Melissa Allen,Female,09627568877,melissaallen50@hotmail.com,61,Lagos,Group 2
946,Jessica Young,Male,09008818210,jessicayoung62@hotmail.com,71,Abuja,Group 1
947,Joanna Ramsey,Male,07210259683,joannaramsey21@yahoo.com,70,Ekiti,Group 1
948,Abigail Flynn,Female,08883945673,abigailflynn38@yahoo.com,19,Kwara,Group 1
949,John Clayton,Female,07550671461,johnclayton15@gmail.com,21,Oyo,Group 1
950,Kristopher Franklin,Female,09708344404,kristopherfranklin53@hotmail.com,56,Osun,Group 1
951,Peter Jacobs,Male,07158545642,peterjacobs10@gmail.com,46,Lagos,Group 2
952,Kenneth Solis,Female,09924875735,kennethsolis44@hotmail.com,58,Kwara,Group 1
953,Randy Carney,Male,09122536467,randycarney86@yahoo.com,54,Oyo,Group 2
954,Gabriella Burns,Male,07642737823,gabriellaburns9@gmail.com,49,Lagos,Group 1
955,Sierra Browning,Male,07700932141,sierrabrowning91@yahoo.com,68,Ogun,Group 2
956,Albert Powers,Male,09163048593,albertpowers49@yahoo.com,58,Oyo,Group 1
957,Aaron Lopez,Male,09685997704,aaronlopez4@hotmail.com,67,Kwara,Group 1
958,Ashley Hernandez,Female,08181814310,ashleyhernandez2@yahoo.com,58,Ondo,Group 1
959,William Ortiz,Male,08460226325,williamortiz36@gmail.com,16,Osun,Group 2
960,Maria Taylor,Female,09275563564,mariataylor24@yahoo.com,61,Abuja,Group 2
961,Kimberly Harris,Female,07924229327,kimberlyharris64@gmail.com,30,Oyo,Group 1
962,Lisa Dixon,Male,08549323712,lisadixon17@gmail.com,72,Kwara,Group 2
963,Donald Potts,Female,09137103029,donaldpotts11@gmail.com,64,Lagos,Group 1
964,William Thomas,Female,07575060963,williamthomas93@yahoo.com,63,Osun,Group 2
965,Christine Knight,Male,07372943435,christineknight78@gmail.com,52,Ondo,Group 1
966,Nicole Banks,Male,08858047046,nicolebanks81@hotmail.com,26,Cross River,Group 2
967,Jessica Medina,Female,09440211193,jessicamedina22@yahoo.com,67,Ondo,Group 1
968,Jennifer Johnson,Female,09321981587,jenniferjohnson85@hotmail.com,34,Abuja,Group 1
969,Emily Scott,Male,09285660512,emilyscott48@gmail.com,52,Ekiti,Group 1
970,Amber Curry,Female,09756163595,ambercurry12@yahoo.com,29,Lagos,Group 1
971,John Pearson,Female,08378408064,johnpearson59@hotmail.com,39,Ogun,Group 1
972,Michelle Oneill,Male,08511537800,michelleoneill30@hotmail.com,22,Ekiti,Group 2
973,Lance Webb,Female,07251931265,lancewebb21@yahoo.com,51,Ekiti,Group 2
974,Gary Sanchez,Male,07422213351,garysanchez24@yahoo.com,49,Cross River,Group 1
975,Zachary Mendoza,Male,07382308905,zacharymendoza31@yahoo.com,68,Ogun,Group 2
976,Jeffrey Wilson,Female,07178582215,jeffreywilson94@gmail.com,58,Abuja,Group 1
977,Cheryl Cline,Female,09400636804,cherylcline92@yahoo.com,47,Cross River,Group 1
978,Derrick Rivera,Male,09743223849,derrickrivera34@hotmail.com,19,Kwara,Group 1
979,Julie Graham,Male,08067768877,juliegraham34@gmail.com,67,Ogun,Group 1
980,Thomas Morton,Female,07328515795,thomasmorton10@hotmail.com,58,Abuja,Group 2
981,Benjamin Moreno,Female,09351710086,benjaminmoreno87@hotmail.com,40,Ogun,Group 1
982,Aaron Gutierrez,Female,07498069832,aarongutierrez74@hotmail.com,48,Abuja,Group 1
983,Jason Pierce,Male,07738445321,jasonpierce53@gmail.com,44,Ogun,Group 1
984,Tracy Arnold,Male,09073795552,tracyarnold93@hotmail.com,59,Oyo,Group 2
985,Donna Pineda,Male,09620258355,donnapineda60@hotmail.com,53,Osun,Group 1
986,Jessica Herring,Male,07461808897,jessicaherring58@gmail.com,28,Ondo,Group 1
987,Gerald Smith,Male,08983405762,geraldsmith17@yahoo.com,42,Kwara,Group 1
988,Alexis Zuniga,Male,08616212696,alexiszuniga5@yahoo.com,19,Ekiti,Group 1
989,Elizabeth Robinson,Male,08461383578,elizabethrobinson48@yahoo.com,19,Osun,Group 1
990,Hector Trevino MD,Female,09846249300,hectortrevinomd84@yahoo.com,66,Abuja,Group 1
991,Robert Patrick,Female,09722695425,robertpatrick59@hotmail.com,25,Cross River,Group 2
992,Michael Hunt,Male,08819876811,michaelhunt8@gmail.com,49,Oyo,Group 2
993,Brandi Cole,Female,08443951741,brandicole56@gmail.com,21,Ogun,Group 1
994,Laura Rodriguez MD,Male,09859208939,laurarodriguezmd8@hotmail.com,20,Kwara,Group 2
995,Paige Garrett,Male,08457886585,paigegarrett64@hotmail.com,26,Oyo,Group 2
996,Julie Doyle,Female,09199465473,juliedoyle9@gmail.com,24,Ondo,Group 1
997,Joseph Lopez,Male,09315178161,josephlopez64@yahoo.com,41,Ondo,Group 1
998,Cody Greene,Female,08836096461,codygreene71@yahoo.com,36,Oyo,Group 1
999,Megan Davis,Female,07306824704,megandavis72@yahoo.com,53,Ondo,Group 2
1000,Kevin Perez,Male,08989203573,kevinperez85@gmail.com,31,Ogun,Group 1
1001,Jonathan Harvey,Male,08416784864,jonathanharvey86@hotmail.com,66,Cross River,Group 1
1002,Pam Maynard,Male,07472974111,pammaynard96@gmail.com,15,Oyo,Group 2
1003,Karina Mcdaniel,Female,09754106597,karinamcdaniel16@gmail.com,47,Osun,Group 1
1004,Mark Parsons,Female,08742224801,markparsons64@gmail.com,44,Osun,Group 2
1005,Marilyn Hernandez,Male,08849618783,marilynhernandez44@hotmail.com,53,Ogun,Group 2
1006,Jordan Gonzalez,Male,09447215182,jordangonzalez2@gmail.com,28,Ekiti,Group 1
1007,Kristina David,Female,09514123040,kristinadavid38@yahoo.com,54,Ogun,Group 1
1008,Dr. Corey Ford,Female,08451229351,dr.coreyford20@gmail.com,34,Abuja,Group 1
1009,Matthew Taylor,Female,07255294609,matthewtaylor25@yahoo.com,25,Lagos,Group 2
1010,Justin Peterson,Female,07238343929,justinpeterson91@gmail.com,45,Ondo,Group 1
1011,Joshua Jones,Male,08492160845,joshuajones8@gmail.com,32,Oyo,Group 1
1012,Amy Dean,Male,08114785785,amydean57@hotmail.com,29,Ogun,Group 1
1013,Kathy Abbott,Female,07485358719,kathyabbott69@gmail.com,54,Kwara,Group 1
1014,Danielle Davis,Female,09174129933,danielledavis99@yahoo.com,73,Abuja,Group 1
1015,John Kramer,Female,07720878349,johnkramer62@hotmail.com,61,Kwara,Group 1
1016,Scott Hall,Male,09860505797,scotthall3@gmail.com,49,Abuja,Group 2
1017,Abigail Lozano,Female,08166720918,abigaillozano48@hotmail.com,53,Ekiti,Group 1
1018,Jennifer Coleman,Male,08619117729,jennifercoleman4@gmail.com,47,Kwara,Group 1
1019,Joseph Bryant,Male,08481359960,josephbryant54@yahoo.com,51,Ekiti,Group 1
1020,Eugene Howard,Male,09492431181,eugenehoward10@hotmail.com,31,Osun,Group 1
1021,Karen Mcclain,Female,09009007127,karenmcclain37@gmail.com,45,Abuja,Group 1
1022,Juan Powell,Male,08651972317,juanpowell51@gmail.com,45,Cross River,Group 1
1023,John Davis,Male,08756294524,johndavis92@gmail.com,38,Oyo,Group 1
1024,William Moore,Male,09804058328,williammoore89@hotmail.com,65,Cross River,Group 2
1025,Keith Young,Female,09181941590,keithyoung25@gmail.com,61,Ekiti,Group 1
1026,Thomas Nguyen,Female,07247406858,thomasnguyen11@gmail.com,42,Ekiti,Group 2
1027,Justin Williams,Male,09519432108,justinwilliams85@hotmail.com,34,Ondo,Group 1
1028,Molly Goodwin,Female,07579889784,mollygoodwin65@gmail.com,76,Lagos,Group 2
1029,William Whitney DDS,Male,08261288097,williamwhitneydds61@gmail.com,52,Abuja,Group 2
1030,Jeffrey Parrish,Female,07810577737,jeffreyparrish62@yahoo.com,18,Lagos,Group 1
1031,Charles Key,Female,07864242138,charleskey35@gmail.com,64,Ekiti,Group 1
1032,Brandon Gomez,Male,09187784844,brandongomez19@hotmail.com,34,Lagos,Group 1
1033,Danielle Richardson,Male,09202920104,daniellerichardson13@gmail.com,46,Oyo,Group 1
1034,Shirley Smith,Male,08270404903,shirleysmith21@hotmail.com,59,Oyo,Group 2
1035,Ricardo Marks,Male,07195016247,ricardomarks83@gmail.com,53,Kwara,Group 2
1036,Marisa Jones,Female,07959749241,marisajones25@gmail.com,69,Ondo,Group 2
1037,Renee Torres,Female,07460457653,reneetorres47@hotmail.com,33,Lagos,Group 2
1038,Anthony Fletcher,Female,08516629024,anthonyfletcher89@yahoo.com,43,Abuja,Group 1
1039,Cynthia Brown,Male,09592129902,cynthiabrown71@hotmail.com,30,Lagos,Group 1
1040,Christine Ortiz,Male,07983499388,christineortiz98@gmail.com,32,Ogun,Group 1
1041,Eric Mays,Female,08474440129,ericmays10@hotmail.com,42,Oyo,Group 1
1042,Samuel Morales,Male,08784302967,samuelmorales22@gmail.com,32,Cross River,Group 2
1043,Richard Bond,Female,09835849284,richardbond8@hotmail.com,57,Ondo,Group 2
1044,Stacey Williams,Female,08161776860,staceywilliams40@gmail.com,45,Abuja,Group 2
1045,Nicholas Dunn,Female,08854841581,nicholasdunn48@gmail.com,67,Ondo,Group 2
1046,Greg Jackson,Female,09365830013,gregjackson95@yahoo.com,65,Cross River,Group 1
1047,Joseph Gilbert,Female,08418573679,josephgilbert27@gmail.com,67,Ekiti,Group 1
1048,Beth Martinez,Male,08573807348,bethmartinez86@hotmail.com,43,Oyo,Group 1
1049,Sharon Kelly,Male,09121769365,sharonkelly73@yahoo.com,56,Osun,Group 2
1050,Erika Norris,Female,07120368854,erikanorris96@hotmail.com,22,Ondo,Group 1
1051,Michael Mendez,Male,08908674327,michaelmendez88@yahoo.com,51,Ogun,Group 2
1052,Mark Young,Female,07377730590,markyoung26@yahoo.com,74,Oyo,Group 2
1053,Logan Jefferson,Female,07647669409,loganjefferson97@hotmail.com,73,Oyo,Group 2
1054,Shane Mitchell,Male,09083897688,shanemitchell97@hotmail.com,59,Osun,Group 2
1055,Susan Shaw,Male,08863710255,susanshaw10@yahoo.com,70,Abuja,Group 2
1056,Amanda Wiggins,Female,08326300435,amandawiggins54@yahoo.com,23,Kwara,Group 1
1057,Sherry Ramirez,Male,08572912206,sherryramirez99@hotmail.com,74,Kwara,Group 2
1058,James Daniel,Female,09565718534,jamesdaniel29@gmail.com,75,Oyo,Group 1
1059,Allison Kemp,Female,07220264687,allisonkemp39@hotmail.com,36,Oyo,Group 1
1060,Dennis Ross,Female,09159620583,dennisross12@gmail.com,44,Ogun,Group 1
1061,Julia Wells,Female,08371683437,juliawells46@hotmail.com,55,Kwara,Group 1
1062,Justin Lindsey,Female,08592199724,justinlindsey65@yahoo.com,60,Ondo,Group 1
1063,George Frank,Male,08817122383,georgefrank56@yahoo.com,24,Ekiti,Group 1
1064,Deborah Castillo,Male,09299409629,deborahcastillo51@hotmail.com,35,Cross River,Group 1
1065,Benjamin Dodson,Female,09560108765,benjamindodson37@yahoo.com,55,Cross River,Group 1
1066,Meghan Gaines,Male,09499718366,meghangaines56@gmail.com,64,Oyo,Group 2
1067,Cathy Smith,Female,07502987284,cathysmith66@yahoo.com,56,Lagos,Group 1
1068,Whitney Bell,Female,07473829379,whitneybell89@hotmail.com,36,Ekiti,Group 2
1069,Breanna Bailey,Male,07991218397,breannabailey95@gmail.com,50,Lagos,Group 1
1070,Timothy Delgado,Female,07323047360,timothydelgado27@gmail.com,53,Cross River,Group 2
1071,John Swanson,Male,09284016993,johnswanson49@hotmail.com,76,Kwara,Group 1
1072,Jennifer Boyd,Male,07758051420,jenniferboyd66@hotmail.com,17,Ogun,Group 1
1073,Brenda May,Female,08572702032,brendamay72@yahoo.com,29,Osun,Group 1
1074,Joseph Nixon,Male,08250308149,josephnixon9@yahoo.com,54,Cross River,Group 1
1075,Logan Rich,Female,07274088602,loganrich75@gmail.com,69,Kwara,Group 2
1076,Gabriel Gray,Female,07897611980,gabrielgray28@gmail.com,17,Abuja,Group 1
1077,Rhonda Sullivan,Female,08081609175,rhondasullivan93@gmail.com,50,Abuja,Group 2
1078,John Johnson,Male,08896476240,johnjohnson99@yahoo.com,31,Ondo,Group 1
1079,Kimberly Watson,Male,09105670065,kimberlywatson32@yahoo.com,38,Ekiti,Group 1
1080,Michael Mitchell,Male,07415587925,michaelmitchell87@yahoo.com,75,Ekiti,Group 2
1081,Kristen Summers,Male,07488837253,kristensummers82@hotmail.com,70,Lagos,Group 1
1082,Lance Hodge,Female,07938140641,lancehodge17@yahoo.com,28,Lagos,Group 2
1083,Sherry Flores,Female,08699227829,sherryflores73@gmail.com,24,Ogun,Group 2
1084,Kelly Christensen,Male,08711226893,kellychristensen42@hotmail.com,24,Osun,Group 1
1085,James Barker,Female,07801808266,jamesbarker85@gmail.com,22,Cross River,Group 1
1086,Gregory Raymond,Male,08539938594,gregoryraymond34@hotmail.com,57,Ondo,Group 1
1087,Paul Schaefer,Male,07817080369,paulschaefer78@gmail.com,74,Ondo,Group 2
1088,Lawrence Conner,Female,07781069736,lawrenceconner71@hotmail.com,29,Ekiti,Group 2
1089,Whitney Howard,Male,08461380084,whitneyhoward78@hotmail.com,16,Abuja,Group 2
1090,Selena Mitchell,Female,09504822928,selenamitchell90@gmail.com,56,Ogun,Group 2
1091,Christian Mccormick MD,Female,09840563603,christianmccormickmd48@hotmail.com,45,Kwara,Group 1
1092,Amber Ramirez,Female,08356222639,amberramirez69@gmail.com,18,Ekiti,Group 1
1093,Lisa Edwards,Female,09526784801,lisaedwards71@gmail.com,27,Cross River,Group 2
1094,Nichole Weiss,Male,08767947338,nicholeweiss41@gmail.com,20,Cross River,Group 2
1095,Cesar Davis,Male,08768378975,cesardavis82@yahoo.com,57,Oyo,Group 1
1096,Steven Dickerson,Male,07455663556,stevendickerson75@gmail.com,45,Ondo,Group 2
1097,Angela Johnson,Male,07271707049,angelajohnson48@yahoo.com,27,Cross River,Group 1
1098,Marissa Chang,Male,08398497972,marissachang21@yahoo.com,35,Abuja,Group 2
1099,Susan Kelley MD,Female,07912733899,susankelleymd16@hotmail.com,37,Osun,Group 2
1100,Susan Torres,Male,07140028802,susantorres51@gmail.com,25,Ondo,Group 2
1101,Walter Fitzgerald,Male,08531117564,walterfitzgerald93@yahoo.com,46,Ondo,Group 2
1102,Jessica Wolf,Male,07691689867,jessicawolf24@gmail.com,15,Lagos,Group 1
1103,Katherine Pearson,Male,07476355365,katherinepearson45@hotmail.com,44,Kwara,Group 1
1104,Joshua Goodman,Male,09950236217,joshuagoodman18@hotmail.com,54,Osun,Group 1
1105,Amy Goodman,Female,07306659686,amygoodman90@yahoo.com,19,Cross River,Group 1
1106,Michael Massey,Male,08888216450,michaelmassey69@gmail.com,21,Abuja,Group 2
1107,Amanda Thompson,Female,07826587060,amandathompson64@yahoo.com,74,Kwara,Group 1
1108,David Patel,Female,09766486457,davidpatel51@yahoo.com,21,Osun,Group 1
1109,Colleen Smith,Female,08438974942,colleensmith17@hotmail.com,45,Ekiti,Group 1
1110,Tina Brown,Male,07324534160,tinabrown90@yahoo.com,37,Ekiti,Group 2
1111,Matthew Meza,Male,09323131330,matthewmeza54@hotmail.com,57,Osun,Group 2
1112,Philip Fowler,Female,08524956427,philipfowler71@hotmail.com,54,Ogun,Group 2
1113,Erin Lopez,Male,08695551520,erinlopez50@hotmail.com,41,Cross River,Group 1
1114,Dawn Cunningham,Female,09126942522,dawncunningham18@yahoo.com,57,Abuja,Group 1
1115,Nicole Collins,Female,09498310160,nicolecollins93@hotmail.com,67,Osun,Group 2
1116,Joanne Anderson,Male,07138708979,joanneanderson35@gmail.com,59,Abuja,Group 1
1117,Jessica Sanders,Male,07846376097,jessicasanders30@hotmail.com,66,Ogun,Group 1
1118,John Bennett,Female,07863957991,johnbennett2@gmail.com,51,Abuja,Group 1
1119,Margaret Stafford,Female,09526859914,margaretstafford9@hotmail.com,75,Ekiti,Group 2
1120,Juan Spencer,Male,08724562858,juanspencer1@yahoo.com,44,Ondo,Group 1
1121,William Matthews,Male,08664595591,williammatthews62@gmail.com,70,Abuja,Group 2
1122,Jessica Castro,Male,07223580761,jessicacastro65@yahoo.com,18,Lagos,Group 1
1123,Daniel Mann,Male,09851761775,danielmann35@yahoo.com,32,Ondo,Group 1
1124,Dawn Hess,Male,07723496146,dawnhess62@hotmail.com,34,Ogun,Group 1
1125,Jason Diaz,Male,09612711833,jasondiaz99@gmail.com,16,Ogun,Group 1
1126,Richard Hernandez,Male,09419487871,richardhernandez20@gmail.com,60,Kwara,Group 2
1127,Sonya Henry,Female,09896073602,sonyahenry33@yahoo.com,54,Kwara,Group 2
1128,Kevin Gardner,Male,07603374508,kevingardner43@hotmail.com,22,Ogun,Group 1
1129,Brian Thomas,Male,09520756260,brianthomas68@gmail.com,67,Kwara,Group 1
1130,Lisa Hamilton,Male,08741357196,lisahamilton83@gmail.com,16,Ogun,Group 2
1131,Julia Cervantes,Male,09297629142,juliacervantes39@hotmail.com,28,Oyo,Group 1
1132,Frank Mccormick,Female,07186701211,frankmccormick54@gmail.com,33,Kwara,Group 1
1133,Jerry Nolan,Male,08414880534,jerrynolan98@hotmail.com,25,Cross River,Group 1
1134,Grant Duran,Male,09272667446,grantduran9@yahoo.com,51,Cross River,Group 1
1135,Joshua Crane,Female,07502224356,joshuacrane26@yahoo.com,29,Cross River,Group 1
1136,William Fletcher,Male,07652529292,williamfletcher67@gmail.com,61,Abuja,Group 2
1137,Christina Richard,Male,08661410174,christinarichard94@hotmail.com,68,Ogun,Group 1
1138,Joseph Floyd,Female,09195657068,josephfloyd77@yahoo.com,44,Kwara,Group 1
1139,Stephanie Whitaker,Male,07283693043,stephaniewhitaker32@hotmail.com,65,Lagos,Group 2
1140,Dawn Delgado,Female,08591583588,dawndelgado4@hotmail.com,32,Ogun,Group 1
1141,Ashley Mann,Male,08048574037,ashleymann89@hotmail.com,30,Ogun,Group 1
1142,Madeline Martin,Female,08098904246,madelinemartin65@yahoo.com,58,Abuja,Group 2
1143,Mary Peters,Female,08396837760,marypeters33@gmail.com,44,Ogun,Group 2
1144,Jason Robertson,Female,09067403262,jasonrobertson74@hotmail.com,53,Ondo,Group 1
1145,Martha Morgan,Female,07155339818,marthamorgan22@yahoo.com,34,Abuja,Group 2
1146,Nicole Andrews,Male,09961923095,nicoleandrews32@yahoo.com,15,Osun,Group 2
1147,Lauren Thomas,Male,08534007759,laurenthomas52@hotmail.com,52,Lagos,Group 2
1148,Benjamin Gilbert,Male,09271255286,benjamingilbert76@yahoo.com,69,Ekiti,Group 1
1149,Shawn Bullock,Female,08667350126,shawnbullock78@yahoo.com,72,Ekiti,Group 2
1150,Dean Jones,Female,08389161431,deanjones86@hotmail.com,42,Oyo,Group 1
1151,Shelley Woods,Female,09346495897,shelleywoods14@gmail.com,32,Osun,Group 2
1152,Patrick Arnold,Female,08864871973,patrickarnold75@gmail.com,63,Cross River,Group 2
1153,Melinda Lewis,Male,09610630423,melindalewis24@yahoo.com,71,Ondo,Group 2
1154,Lisa Kent,Female,09711235569,lisakent46@gmail.com,73,Ogun,Group 2
1155,Mary Fox,Female,08108343382,maryfox49@hotmail.com,42,Kwara,Group 2
1156,Mary Patel,Female,09086080045,marypatel44@gmail.com,64,Kwara,Group 2
1157,Jeremy Sanchez,Male,08233900591,jeremysanchez31@gmail.com,50,Ekiti,Group 1
1158,Geoffrey Weaver,Female,07165161628,geoffreyweaver31@hotmail.com,51,Oyo,Group 1
1159,Lori Arnold,Female,09428934823,loriarnold7@hotmail.com,73,Oyo,Group 2
1160,Ryan Duke,Male,08526994738,ryanduke95@gmail.com,33,Ekiti,Group 2
1161,Kenneth Walker,Female,07768237029,kennethwalker9@yahoo.com,21,Lagos,Group 1
1162,Brian Brown,Male,07380262022,brianbrown71@hotmail.com,22,Osun,Group 1
1163,Monica Vance,Male,09476740801,monicavance15@gmail.com,62,Abuja,Group 2
1164,Mark Velasquez,Male,08485929634,markvelasquez14@gmail.com,44,Ondo,Group 2
1165,Jenna May,Female,08022855382,jennamay70@hotmail.com,63,Ondo,Group 1
1166,Donna Moreno,Male,09318499950,donnamoreno5@hotmail.com,40,Kwara,Group 1
1167,Regina Mitchell,Male,09330595103,reginamitchell25@gmail.com,31,Ondo,Group 2
1168,Angela Green,Female,09719121661,angelagreen52@hotmail.com,36,Oyo,Group 1
1169,John Ortiz,Male,08731267265,johnortiz88@gmail.com,50,Osun,Group 1
1170,Stephen Gonzalez,Female,09450732050,stephengonzalez3@gmail.com,21,Cross River,Group 2
1171,Joanne Hernandez,Male,08011984125,joannehernandez80@yahoo.com,26,Ekiti,Group 1
1172,Carol Roberts,Male,09387153064,carolroberts39@hotmail.com,53,Abuja,Group 1
1173,Kristen Frank,Female,09539668438,kristenfrank95@yahoo.com,35,Oyo,Group 1
1174,Danielle Bowen,Female,09663465159,daniellebowen85@yahoo.com,52,Kwara,Group 1
1175,Peter Hall,Male,08994755147,peterhall13@yahoo.com,28,Oyo,Group 2
1176,Corey Brown,Female,08437521680,coreybrown38@yahoo.com,70,Ondo,Group 1
1177,Steven Patton,Male,08087736560,stevenpatton37@hotmail.com,52,Ekiti,Group 2
1178,Jessica Rice,Female,09717766491,jessicarice61@yahoo.com,76,Kwara,Group 1
1179,Anthony Mcclain,Male,08175687340,anthonymcclain98@hotmail.com,56,Lagos,Group 1
1180,Brenda Bowers,Male,09588531081,brendabowers24@gmail.com,65,Ogun,Group 1
1181,Kyle Hudson,Male,08598796145,kylehudson4@hotmail.com,48,Oyo,Group 1
1182,Anna Stewart,Male,09706314319,annastewart77@yahoo.com,63,Abuja,Group 1
1183,Rhonda Stevens,Female,08820852013,rhondastevens83@hotmail.com,50,Oyo,Group 2
1184,Phillip Gonzalez,Female,09001589937,phillipgonzalez57@hotmail.com,64,Oyo,Group 2
1185,Jennifer Gonzalez,Female,07140214165,jennifergonzalez4@hotmail.com,37,Ondo,Group 1
1186,Amanda Galvan,Female,08071702845,amandagalvan66@hotmail.com,33,Ekiti,Group 1
1187,Gregory Bradshaw,Female,09925639216,gregorybradshaw64@hotmail.com,26,Kwara,Group 1
1188,Laura Anderson,Female,08983268824,lauraanderson42@yahoo.com,67,Ekiti,Group 2
1189,Adam Cooper,Male,09349681952,adamcooper25@hotmail.com,41,Kwara,Group 1
1190,Nicholas Mckinney,Male,08360652974,nicholasmckinney65@yahoo.com,37,Osun,Group 2
1191,Dean Bryant,Male,08622481573,deanbryant26@gmail.com,36,Kwara,Group 1
1192,Corey Scott,Male,09596390690,coreyscott41@gmail.com,16,Ogun,Group 1
1193,Jorge Montes,Male,07703570625,jorgemontes89@hotmail.com,19,Kwara,Group 1
1194,Michael Barrett,Female,09331454230,michaelbarrett50@yahoo.com,70,Cross River,Group 2
1195,Christopher Wright,Female,07121114662,christopherwright73@gmail.com,32,Ondo,Group 1
1196,Cindy Morales,Male,07245466971,cindymorales50@hotmail.com,37,Ondo,Group 1
1197,Rodney Jensen,Male,09710593203,rodneyjensen6@gmail.com,58,Ekiti,Group 2
1198,Christy Lopez,Female,07472829612,christylopez36@hotmail.com,25,Lagos,Group 1
1199,Kelsey Wilson,Male,08248772661,kelseywilson42@hotmail.com,41,Cross River,Group 1
1200,Denise Hurley,Male,09248321741,denisehurley44@hotmail.com,49,Ogun,Group 1
1201,Allison Russell,Female,07680736921,allisonrussell18@yahoo.com,59,Ogun,Group 1
1202,Carlos Howard,Female,07606148913,carloshoward86@yahoo.com,23,Oyo,Group 1
1203,Chad Wells,Male,09170343740,chadwells17@gmail.com,15,Ogun,Group 1
1204,Michael Jones,Female,09519835532,michaeljones57@yahoo.com,35,Ogun,Group 2
1205,Jessica Wolfe,Female,08235890046,jessicawolfe42@gmail.com,15,Ondo,Group 1
1206,Patricia Williams,Female,07225853155,patriciawilliams32@hotmail.com,35,Oyo,Group 2
1207,Jasmine Spears,Female,07182881699,jasminespears69@hotmail.com,45,Kwara,Group 1
1208,Andrew Smith,Male,09246368495,andrewsmith34@gmail.com,37,Ogun,Group 1
1209,Anthony Hernandez,Female,08862329949,anthonyhernandez70@gmail.com,38,Lagos,Group 1
1210,Mr. Jordan Parsons DDS,Female,07399450808,mr.jordanparsonsdds60@gmail.com,25,Kwara,Group 2
1211,Keith Long,Male,07839178779,keithlong71@yahoo.com,46,Oyo,Group 1
1212,Brent Wood,Male,09814250237,brentwood58@gmail.com,17,Lagos,Group 1
1213,Shelly Castillo,Male,07452446970,shellycastillo32@yahoo.com,34,Ekiti,Group 2
1214,Brian Davis,Male,08151129510,briandavis42@gmail.com,31,Ondo,Group 1
1215,Julie Stanley,Male,07233612310,juliestanley41@yahoo.com,62,Lagos,Group 1
1216,Melissa Jones,Male,09748125781,melissajones71@gmail.com,58,Oyo,Group 2
1217,Amber Cooper,Female,08378508711,ambercooper70@hotmail.com,25,Ekiti,Group 1
1218,Matthew Wilson,Female,09333566684,matthewwilson99@hotmail.com,46,Abuja,Group 2
1219,Tiffany Bailey,Female,09674780684,tiffanybailey26@yahoo.com,17,Ogun,Group 2
1220,Christopher Gross,Female,07397284173,christophergross60@gmail.com,17,Ondo,Group 1
1221,Tiffany Anderson,Female,08836791242,tiffanyanderson11@yahoo.com,76,Ekiti,Group 2
1222,Steven Brown,Male,09394760822,stevenbrown98@hotmail.com,26,Osun,Group 2
1223,Jesse Hardy,Female,07651043775,jessehardy81@gmail.com,48,Osun,Group 1
1224,Victoria Elliott,Male,08485836313,victoriaelliott45@yahoo.com,40,Ekiti,Group 2
1225,Madison Smith,Female,07829783931,madisonsmith64@hotmail.com,26,Abuja,Group 2
1226,Jennifer Jones,Female,08776512494,jenniferjones67@yahoo.com,58,Ondo,Group 1
1227,Eddie Huynh,Male,09086645936,eddiehuynh12@gmail.com,42,Abuja,Group 1
1228,Heather Rodriguez,Female,08089842962,heatherrodriguez92@yahoo.com,21,Ekiti,Group 1
1229,Madison Schmidt,Female,07998780279,madisonschmidt68@yahoo.com,71,Osun,Group 2
1230,Eugene Rivera,Male,07477738501,eugenerivera75@hotmail.com,19,Ogun,Group 1
1231,Daniel Ayala,Male,09071651229,danielayala38@yahoo.com,60,Osun,Group 1
1232,Patricia Oliver,Female,07892517218,patriciaoliver20@gmail.com,38,Ekiti,Group 2
1233,Patricia Hayes,Female,07308142976,patriciahayes9@hotmail.com,70,Ekiti,Group 2
1234,Mr. William Larsen Jr.,Male,08092107804,mr.williamlarsenjr.22@yahoo.com,35,Oyo,Group 2
